municipal,population_2007,population_2008,population_2009,population_2010,population_2011,population_2012,population_2013,population_2014,population_2015,population_2016,population_2017,population_2018,population_2019,cases_2007,cases_2008,cases_2009,cases_2010,cases_2011,cases_2012,cases_2013,cases_2014,cases_2015,cases_2016,cases_2017,cases_2018,cases_2019,age_0_to_4,age_5_to_14,age_15_to_29,age_30_and_up,illiterate,secondary_education,employed,unemployed,men,women,households_without_water_access,households_without_internet_access,houses_per_km2
toledo,5334,5407,5487,5507,5350,4956,4809,4814,4854,4881,4896,4993,5005,2,1,0,9,1,4,3,6,8,2,1,2,0,7.12,19.88,24.22,48.78,11.46,39.03,26.77,11.28,53.0,47.0,14.73,62.3,11.374101
turbo,119718,120280,121239,122165,122393,121553,121484,122056,122509,122661,122762,124552,127565,4,181,81,8,85,80,95,327,147,100,33,242,442,8.84,22.5,28.53,40.13,8.54,50.5,27.97,5.51,48.34,51.66,30.47,63.27,11.450163
uramita,7535,7629,7719,7732,7487,6991,6765,6761,6775,6781,6788,6888,6875,0,0,15,0,0,2,3,34,29,13,0,0,1,7.47,19.29,24.85,48.4,13.29,34.83,35.54,1.67,51.71,48.29,35.93,66.82,8.669492
urrao,33511,33910,34216,34278,33109,30603,29543,29497,29571,29633,29692,30127,30484,0,0,0,3,2,1,2,1,5,8,1,1,3,7.84,18.43,25.79,47.95,13.74,38.34,39.15,2.39,49.97,50.03,22.62,66.05,3.482394
valdivia,14719,14629,14684,14725,14434,13744,13510,13538,13591,13598,13582,13801,13950,0,2,4,3,3,4,3,6,16,66,7,4,36,7.91,20.95,27.47,43.66,14.41,32.32,32.65,3.28,50.31,49.69,35.01,75.31,6.981650999999999
valparaiso,6508,6606,6667,6744,6828,6919,6973,6985,6922,6744,6564,6498,6462,1,0,4,8,1,14,25,12,58,192,20,3,4,5.08,12.48,21.49,60.95,9.59,46.05,39.94,3.2,50.78,49.22,7.11,60.71,14.707692000000002
vegachi,11603,11827,12013,12201,12420,12633,12786,12815,12680,12323,11918,11810,11910,0,0,1,23,2,27,74,7,0,6,6,0,62,6.15,18.42,26.54,48.89,10.71,41.61,35.19,3.41,49.69,50.31,13.61,67.08,6.976562
venecia,13916,14055,14194,14183,13501,12023,11411,11376,11404,11417,11434,11602,11636,0,12,16,13,5,2,2,9,5,63,9,1,1,3.85,12.91,21.96,61.28,10.34,46.27,41.37,3.74,49.25,50.75,5.98,51.09,25.29078
vigia del fuerte,5589,5732,5845,5979,6100,6272,6459,6744,7224,7874,8523,9093,9265,0,1,0,5,0,0,0,2,0,1,4,5,1,11.02,26.23,27.61,35.14,13.98,38.79,19.51,2.46,49.75,50.25,73.74,70.96,1.228652
yali,6553,6649,6734,6826,6923,7043,7143,7229,7312,7384,7447,7608,7630,0,1,11,54,1,2,9,2,0,4,0,0,7,6.5,16.59,24.67,52.25,13.2,37.81,40.07,1.22,51.94,48.06,29.73,75.5,4.903803
yarumal,37622,38896,39635,40086,40300,40281,40381,40578,40716,40818,40952,41542,42116,0,3,0,13,4,1,3,11,13,11,4,1,3,6.29,17.59,26.63,49.49,7.21,49.55,34.22,6.92,48.54,51.46,12.85,53.8,15.433701999999998
yolombo,20656,20869,21096,21320,21543,21746,21929,22062,22151,22217,22208,22538,23050,2,8,23,59,9,14,25,18,18,107,11,6,83,5.94,17.11,23.2,53.75,8.82,40.17,38.48,2.43,51.03,48.97,33.45,63.19,6.679065
yondo,13916,14114,14334,14580,14857,15172,15517,15934,16476,17256,18108,19040,19624,6,36,18,79,26,44,88,42,19,18,7,6,38,9.43,19.9,25.51,45.16,9.25,43.33,30.34,7.61,51.41,48.59,18.21,61.74,2.82084
zaragoza,25314,25528,25750,25864,25487,24490,24103,24157,24229,24267,24282,24651,25210,0,24,17,7,4,16,41,21,44,5,10,14,79,9.31,23.01,26.65,41.03,12.97,40.55,29.33,3.98,50.27,49.73,39.96,69.28,6.686089999999999
barranquilla,1166120,1178933,1191261,1203035,1213705,1222997,1229782,1231220,1224197,1210233,1195887,1206319,1243056,2396,2666,1416,2748,689,946,4131,2678,1403,640,684,1679,1855,7.08,14.9,25.58,52.44,2.68,67.47,39.14,5.57,47.92,52.08,0.88,35.02,1794.650602
baranoa,53094,53871,54640,55367,56067,56767,57383,57973,58610,59498,60523,62382,64949,35,339,69,66,31,73,231,174,88,25,7,162,418,7.64,16.7,25.19,50.46,4.99,61.19,32.59,5.98,49.89,50.11,10.95,73.26,118.488189
campo de la cruz,19841,20156,20417,20662,20866,21064,21234,21422,21603,21872,22242,22879,23230,7,1,10,8,4,0,14,23,5,0,4,0,32,8.98,19.3,25.28,46.44,11.08,47.33,18.76,20.37,49.95,50.05,13.64,77.39,146.909091
candelaria,12637,12951,13242,13515,13764,13974,14198,14436,14723,15085,15452,15982,16648,36,7,33,39,9,3,15,136,14,2,3,1,30,8.84,19.75,25.81,45.6,14.64,44.3,26.91,12.53,50.93,49.07,11.26,86.54,23.867133
galapa,33308,33709,34096,34483,34917,35528,36612,38903,43524,50213,56221,60708,64260,64,66,17,64,2,7,136,230,416,73,39,136,65,8.82,17.84,26.66,46.68,4.22,61.97,31.45,8.55,50.09,49.91,3.49,64.07,146.561224
juan de acosta,15180,15470,15761,16108,16486,16936,17474,18125,18818,19532,20185,20999,21971,20,45,15,33,14,8,51,44,34,6,3,49,44,7.78,16.5,25.85,49.87,7.6,54.05,33.43,6.81,51.62,48.38,9.07,75.67,36.732283
luruaco,23788,24178,24584,24983,25373,25705,26008,26279,26533,26909,27346,28175,29348,8,30,6,17,1,2,136,322,51,10,13,5,54,9.11,19.36,25.82,45.71,10.8,49.65,28.85,9.22,49.96,50.04,13.03,78.06,27.300813
malambo,103936,105134,106301,107425,108517,109618,110831,112380,114735,118412,122716,128203,134468,88,234,164,177,89,153,337,359,415,81,22,157,181,8.52,18.21,27.45,45.83,4.95,59.55,32.98,6.39,49.63,50.37,4.56,58.62,268.37037000000004
manati,14676,15179,15713,16269,16742,17154,17520,17817,18117,18550,19061,19808,20698,12,5,4,7,9,3,49,59,28,0,4,4,67,10.32,19.19,27.35,43.13,11.58,51.97,26.24,10.09,50.75,49.25,11.7,89.16,19.364078
palmar de varela,24262,24559,24831,25111,25391,25775,26282,26808,27208,27639,28093,28932,30094,4,11,9,9,5,5,79,128,291,46,10,6,26,7.85,16.41,25.39,50.35,6.46,57.98,27.0,5.26,50.08,49.92,7.28,83.58,67.680851
piojo,5235,5316,5409,5493,5567,5678,5817,5972,6118,6260,6402,6608,6873,2,14,5,9,3,0,14,22,24,3,0,7,0,7.33,18.58,24.63,49.47,10.98,51.35,33.82,2.02,52.02,47.98,19.23,81.69,5.186047
polonuevo,14889,15314,15675,16019,16295,16534,16750,16916,17120,17374,17659,18197,18941,4,3,8,0,4,46,182,48,27,8,5,199,124,7.72,17.93,25.19,49.16,6.1,57.8,34.37,3.16,50.57,49.43,14.47,84.2,54.069444
ponedera,19524,19995,20473,20898,21287,21623,21929,22170,22432,22765,23149,23848,24877,1,6,11,40,2,3,185,104,62,13,3,6,51,9.1,19.24,26.71,44.94,11.67,48.87,31.37,3.84,50.92,49.08,7.42,88.2,25.269608
puerto colombia,28552,28935,29320,29691,30141,30779,32020,34513,38671,43291,46643,49264,51695,41,56,93,59,63,22,54,84,78,37,14,38,82,7.04,15.29,24.82,52.85,2.8,70.27,38.73,4.89,48.66,51.34,4.63,33.38,135.83871000000002
repelon,22976,23237,23505,23773,24009,24205,24410,24587,24774,25096,25457,26200,27249,28,18,5,6,0,2,95,44,33,9,11,1,21,8.81,18.65,25.63,46.91,12.2,48.14,29.8,4.87,50.01,49.99,9.34,81.02,19.057576
sabanagrande,26342,26686,26981,27261,27536,27794,28080,28433,28981,29850,30944,32334,33858,65,82,27,13,2,15,68,234,63,13,5,12,21,8.34,16.84,26.7,48.12,5.83,59.25,32.19,7.18,49.92,50.08,4.47,79.82,167.883721
sabanalarga,82509,82851,83575,84399,85258,86029,86765,87434,88159,89287,90637,93261,97005,28,258,16,30,42,40,316,276,286,38,10,99,320,8.51,17.81,25.63,48.06,8.31,58.14,28.8,10.0,49.62,50.38,13.6,77.26,53.634085
santa lucia,13717,14039,14282,14447,14619,14756,14886,15002,15116,15318,15568,16023,16624,4,3,1,6,2,2,2,23,2,5,0,0,3,9.24,19.5,26.44,44.81,9.88,47.28,23.75,11.8,49.89,50.11,11.8,82.04,33.52381
santo tomas,24598,24903,25199,25489,25755,26097,26524,27072,27717,28320,28905,29829,31027,11,62,53,25,4,4,136,117,394,50,11,7,11,7.25,15.57,25.29,51.89,5.87,62.32,36.44,4.92,49.33,50.67,11.05,73.33,102.893939
soledad,478003,483318,488439,493438,498238,503067,508334,515030,525825,545067,571245,603999,638065,390,819,467,504,220,287,1375,1091,580,305,324,675,611,8.1,16.57,27.36,47.97,3.08,65.56,35.5,6.48,48.68,51.32,1.42,45.82,2042.313433
suan,10228,10400,10533,10647,10772,10849,10945,11036,11145,11319,11537,11940,12282,19,30,40,9,4,2,24,82,2,4,0,1,21,9.08,18.26,26.53,46.13,8.49,53.86,31.25,7.35,48.89,51.11,6.26,81.41,45.054545000000005
tubara,11755,12107,12438,12728,13001,13280,13575,13996,14696,15645,16526,17377,18190,48,61,16,29,5,4,42,168,12,8,10,11,8,7.68,16.63,25.63,50.06,8.68,52.89,30.51,7.63,51.94,48.06,11.67,66.4,17.471591
usiacuri,8959,9071,9189,9330,9542,9902,10442,11010,11411,11689,11896,12250,12743,9,28,8,7,1,4,18,51,75,22,12,18,23,7.59,15.63,24.74,52.04,7.5,56.06,32.3,5.67,51.07,48.93,14.16,85.8,21.320388
bogota dc,6866363,6936977,7003434,7065669,7119281,7162261,7197326,7226652,7253823,7290415,7333415,7412566,7592871,0,1,0,0,0,62,148,162,0,0,0,0,0,5.74,12.84,26.9,54.52,2.0,70.35,48.18,5.23,47.81,52.19,0.49,22.45,1321.745352
cartagena de indias,901243,908953,916231,921338,920534,913274,910201,912187,917661,929169,946674,973045,1003685,372,868,245,1280,325,211,2293,918,348,128,56,554,1922,7.92,16.37,26.48,49.24,3.82,65.28,35.32,7.49,48.09,51.91,5.36,47.87,352.465444
achi,19759,20072,20358,20707,21415,22627,23431,23881,24245,24398,24337,24352,24610,25,25,5,45,8,16,4,28,45,8,5,2,6,9.4,21.86,24.91,43.83,12.56,40.3,30.76,4.42,52.76,47.24,26.08,82.08,5.903559
altos del rosario,10607,10574,10551,10517,10515,10587,10619,10672,10730,10820,10849,10972,11309,1,0,1,3,0,0,1,4,27,13,1,1,66,10.92,23.87,26.1,39.12,13.32,35.06,29.43,5.34,52.18,47.82,45.55,81.74,8.903226
arenal,7433,7506,7556,7600,7635,7592,7516,7391,7312,7290,7274,7365,7590,0,1,3,2,2,1,135,9,9,0,2,2,27,9.43,22.23,24.97,43.37,10.82,39.06,23.07,5.22,51.81,48.19,19.34,77.2,3.574906
arjona,60886,61679,62480,63303,64292,65440,66271,66825,67312,67829,68333,69503,71837,12,30,13,66,41,47,158,77,272,72,18,6,175,8.67,18.46,26.31,46.56,10.32,53.53,33.07,5.44,49.49,50.51,20.57,75.39,28.722615
arroyohondo,8754,8749,8749,8697,8664,8631,8544,8404,8299,8228,8177,8254,8504,0,0,1,0,1,0,1,3,0,1,0,1,5,9.1,18.75,26.25,45.9,13.9,43.12,31.89,3.08,50.67,49.33,31.46,82.64,9.783951
barranco de loba,15259,15483,15696,15913,16187,16496,16713,16838,16716,16204,15342,14836,14996,2,0,2,2,0,5,140,86,24,8,4,1,116,10.27,24.11,25.43,40.19,16.64,37.82,28.34,1.56,51.58,48.42,41.82,74.81,8.507211999999999
calamar,21060,21354,21600,21861,22146,22493,22744,22941,23038,22967,22632,22474,22794,0,0,0,0,0,1,8,36,5,3,1,8,10,8.42,20.94,25.24,45.4,13.35,47.1,29.42,5.48,50.74,49.26,41.52,84.19,20.960938
cantagallo,7870,7977,8069,8138,8239,8271,8239,8139,8088,8104,8146,8234,8488,12,2,5,6,2,9,65,46,6,14,3,4,19,8.36,22.33,24.27,45.04,11.58,42.1,29.49,10.61,52.84,47.16,33.64,71.2,3.218236
cicuco,11002,11140,11248,11380,11532,11728,11902,12111,12417,12829,13125,13442,13903,0,3,1,5,0,0,10,4,32,10,6,0,2,9.7,22.84,24.77,42.7,15.34,41.81,28.38,2.81,50.5,49.5,6.45,81.18,29.990291
cordoba,13486,13786,14028,14206,14430,14705,14916,15137,15373,15563,15678,15960,16225,0,2,1,4,7,15,10,13,13,24,4,3,60,7.94,21.2,24.97,45.88,18.86,40.27,26.85,6.63,53.1,46.9,17.43,79.94,8.464444
clemencia,11218,11290,11428,11641,11931,12321,12706,13104,13474,13835,14128,14511,15014,0,1,0,2,2,8,9,7,0,0,4,0,27,9.97,19.59,27.69,42.75,13.17,49.56,25.82,6.2,50.61,49.39,71.18,77.44,35.873684000000004
el carmen de bolivar,66473,67173,67834,68490,69332,70274,70764,70759,70488,70079,69680,70131,71428,70,106,44,84,75,133,116,90,253,311,127,71,465,8.78,19.62,25.77,45.83,12.79,47.36,34.13,4.61,51.53,48.47,24.27,79.69,18.114256
el guamo,7947,8072,8186,8293,8390,8521,8618,8657,8691,8622,8597,8647,8825,12,2,0,1,2,1,9,2,2,11,2,3,4,7.06,17.73,23.1,52.11,16.44,40.05,32.08,3.47,53.07,46.93,21.43,75.43,4.892308
el penon,7905,8020,8090,8199,8249,8329,8311,8199,7964,7796,7635,7651,7884,0,2,0,3,0,1,2,2,44,0,0,0,2,9.8,23.42,23.39,43.39,14.14,38.01,24.4,3.58,52.7,47.3,38.95,80.86,6.670635000000001
hatillo de loba,11355,11535,11690,11846,12053,12302,12496,12601,12615,12491,12296,12317,12699,1,1,0,0,1,0,10,0,6,10,0,3,4,10.06,23.95,25.19,40.8,17.13,36.53,25.64,3.87,51.44,48.56,12.83,79.48,16.813333
magangue,121902,123288,124696,126215,128749,132084,133894,134046,133166,132191,131761,133270,137030,83,60,22,140,19,229,320,177,738,255,92,54,179,8.62,20.1,25.39,45.89,9.31,49.38,31.09,4.18,50.11,49.89,14.55,74.1,21.220663
mahates,23195,23580,23881,24244,24743,25435,25956,26336,26716,27063,27236,27692,28602,17,1,1,4,3,3,20,22,1,1,0,2,47,8.48,19.19,26.19,46.14,13.48,46.19,28.83,7.63,51.32,48.68,15.16,82.4,13.484342000000002
margarita,9538,9686,9815,9961,10129,10321,10493,10637,10754,10780,10682,10673,10913,1,0,0,13,2,6,3,1,9,8,1,0,9,8.43,20.64,22.29,48.64,12.86,37.59,29.25,5.52,52.12,47.88,25.9,85.2,8.247458
maria la baja,45696,46337,46915,47532,48363,49284,49693,49417,48461,47180,46116,46112,47389,0,4,0,2,0,3,3,14,16,1,0,3,26,9.49,21.57,26.35,42.58,14.66,42.78,31.2,4.58,50.62,49.38,68.13,87.98,20.868373
montecristo,10161,10152,10446,11062,12100,13287,14321,15104,15639,15983,16128,16389,17017,4,5,2,13,4,10,20,3,6,9,5,22,17,11.03,22.99,26.47,39.5,12.13,33.88,36.04,1.51,54.86,45.14,59.84,77.13,1.881674
mompos,41601,42070,42515,42945,43432,44014,44364,44559,44628,44527,44233,44442,45498,2,12,13,84,7,14,62,89,483,133,38,34,164,8.93,20.9,24.54,45.63,11.34,49.05,33.11,3.61,49.67,50.33,11.64,75.85,16.666667
morales,16488,17200,17587,17975,18668,19923,20726,21108,21442,21720,21887,22259,22846,0,3,7,23,19,107,56,103,33,10,1,9,29,10.24,21.62,25.89,42.25,8.08,37.76,31.0,5.29,53.39,46.61,46.33,86.34,2.894051
norosi,0,3875,3953,4032,4146,4483,5499,6734,7359,7573,7640,9212,9587,0,0,0,1,2,3,27,34,19,2,2,9,50,11.67,23.17,26.72,38.44,12.72,36.38,36.12,0.94,53.55,46.45,81.22,83.38,5.686893
pinillos,22899,23297,23663,24020,24595,25459,26041,26392,26499,26087,25029,24218,24433,0,1,1,29,3,7,2,64,38,11,5,3,61,9.9,23.18,26.78,40.13,11.83,40.7,24.66,7.97,52.73,47.27,43.26,88.37,6.351926000000001
regidor,4531,4578,4604,4613,4631,4648,4702,4904,5357,5988,6429,6723,6983,0,0,2,8,1,0,42,20,14,3,0,0,10,10.72,22.59,26.24,40.45,11.32,44.5,29.67,6.3,50.48,49.52,8.41,74.6,3.60101
rio viejo,16426,12948,13141,13332,13575,13714,13066,12094,11730,11743,11827,10598,10638,8,10,3,3,1,5,117,20,12,1,3,4,17,9.06,20.69,24.02,46.23,11.7,39.78,28.76,8.55,52.8,47.2,28.22,71.71,1.707921
san cristobal,6504,6573,6642,6706,6804,6931,7060,7215,7416,7647,7835,8054,8330,2,0,0,3,0,0,8,11,2,0,1,1,51,8.52,17.78,25.64,48.07,9.83,49.91,26.42,8.34,50.2,49.8,5.13,88.48,31.857143
san estanislao,15720,15965,16163,16345,16567,16816,17014,17176,17335,17557,17827,18251,18729,3,2,0,0,1,2,3,5,4,0,1,1,44,7.92,19.0,24.31,48.76,13.12,48.62,31.55,4.79,50.19,49.81,9.45,83.73,19.317308
san fernando,12567,12719,12809,12935,13057,13194,13326,13406,13388,13191,12769,12536,12813,4,0,0,9,0,0,1,2,16,6,1,0,14,8.61,23.02,23.68,44.69,14.14,37.73,22.44,3.63,51.81,48.19,27.35,79.3,5.976804
san jacinto,22075,22368,22593,22823,23107,23475,23663,23764,23819,23827,23786,23913,24232,0,2,0,13,3,0,10,7,100,20,5,7,282,7.61,18.74,24.79,48.86,12.47,48.77,25.58,8.55,51.2,48.8,83.51,71.61,14.276498000000002
san jacinto del cauca,7775,7941,8087,8231,8509,8933,9211,9402,9548,9692,9766,9935,10305,0,4,8,4,1,3,10,0,2,7,3,9,3,8.65,23.06,23.79,44.5,11.7,40.26,24.68,4.26,53.24,46.76,51.65,80.95,4.065574
san juan nepomuceno,33414,33897,34318,34675,35120,35676,36071,36271,36439,36533,36515,36874,37765,8,5,2,10,15,6,33,193,25,3,5,86,206,7.4,17.52,24.47,50.61,13.07,49.99,35.08,3.85,51.22,48.78,40.13,76.09,13.441481
san martin de loba,14420,14623,14802,14999,15316,15680,15961,16105,16117,15841,15230,14774,14792,0,1,0,30,1,27,68,32,103,26,3,1,45,9.89,23.46,24.42,42.22,11.44,40.93,29.42,3.27,52.54,47.46,34.23,74.21,8.004525
san pablo,25203,25268,25418,25622,25933,26334,26587,26767,26917,27032,27060,27190,28043,1,3,4,7,31,74,16,5,17,17,3,45,19,9.69,23.32,26.52,40.47,10.25,41.37,34.32,3.66,50.89,49.11,18.06,66.13,3.50483
santa catalina,12101,12284,12451,12654,13016,13610,13982,14208,14371,14495,14483,14563,14747,0,3,0,3,0,0,13,3,3,1,1,1,38,8.95,19.91,25.89,45.26,11.32,49.8,30.27,7.27,50.07,49.93,81.85,81.99,23.503268
santa rosa,19108,19774,20558,21111,20439,19135,19222,19643,20000,20284,20550,20963,21766,7,35,2,15,14,21,91,11,42,6,1,11,44,9.22,18.18,27.41,45.19,9.64,53.24,31.22,7.93,49.88,50.12,60.91,85.95,31.231788
santa rosa del sur,27188,27542,27826,28173,28561,29049,29469,29864,30378,31091,31809,32646,33701,57,88,23,20,13,403,384,259,160,33,24,322,373,10.22,21.24,29.74,38.8,5.82,39.54,37.87,2.34,51.53,48.47,25.7,79.36,3.3390910000000003
simiti,18042,18188,18318,18430,18607,18800,18879,18833,18684,18398,18083,18110,18678,4,46,7,15,7,20,72,68,11,2,5,35,34,9.35,21.21,25.38,44.06,9.99,40.9,34.67,2.79,52.62,47.38,26.64,68.61,2.907266
soplaviento,9462,9695,9834,9944,10062,10201,10309,10335,10362,10407,10473,10650,10733,1,1,3,6,0,1,0,28,30,0,0,1,4,7.06,16.53,23.28,53.12,5.8,58.66,29.76,7.21,49.44,50.56,10.38,89.98,25.307692000000003
talaigua nuevo,11522,11743,11918,12077,12265,12454,12594,12756,12866,12997,13014,13108,13106,2,0,0,23,4,0,2,5,55,3,2,3,24,9.73,22.06,25.55,42.66,11.05,48.16,28.42,5.73,50.66,49.34,11.53,82.97,11.609195
tiquisio,18886,19198,19442,19687,20136,20708,20809,20294,19469,18672,18096,18035,18584,3,4,2,12,2,3,31,67,32,12,13,4,29,11.78,25.8,25.2,37.22,13.35,36.66,30.75,2.78,52.83,47.17,48.37,73.53,5.569921
turbaco,64563,65642,67146,69288,72491,76978,82076,87412,92560,97108,101014,105166,109813,6,11,15,65,24,22,105,305,55,21,14,43,345,7.81,17.26,25.37,49.55,4.78,64.03,34.9,6.6,49.28,50.72,20.34,51.97,127.098039
turbana,13000,13048,13137,13243,13421,13693,13970,14357,14907,15508,15945,16403,16954,1,6,0,1,2,1,56,17,2,0,1,0,229,8.21,18.12,25.0,48.68,8.94,54.77,28.62,7.04,51.14,48.86,37.16,84.61,26.621622
villanueva,18841,19459,19988,20474,20969,21497,21872,22124,22378,22700,23126,23777,24581,7,4,4,21,9,20,7,33,0,1,11,2,131,8.75,20.16,26.19,44.9,11.12,46.89,36.1,2.47,51.09,48.91,42.1,88.15,37.207407
zambrano,10340,10432,10528,10623,10749,10907,11021,11077,11183,11379,11617,11880,12113,0,0,5,5,2,0,39,3,6,2,1,4,40,8.47,19.39,26.23,45.9,15.42,46.78,30.17,7.85,53.0,47.0,16.22,74.62,10.30662
tunja,158983,159562,160089,160825,162242,164560,166105,167167,168273,169594,171247,172548,176347,3,3,2,6,1,3,2,2,1,0,0,0,0,6.41,15.06,27.46,51.07,2.36,68.19,40.01,5.94,47.17,52.83,0.93,34.24,459.27118600000006
almeida,2203,2193,2183,2175,2159,2136,2077,2049,2039,2015,1951,1910,1845,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24,12.07,17.64,66.06,7.84,38.87,30.53,4.36,52.47,47.53,24.46,65.65,11.649123
aquitania,17079,17105,17072,16967,16760,16362,16142,15995,15845,15685,15454,15377,15460,0,1,0,0,0,0,1,1,0,0,0,0,0,7.26,18.19,23.18,51.37,7.98,38.78,38.96,2.08,50.83,49.17,16.74,59.22,5.050725
arcabuco,5334,5372,5387,5393,5414,5427,5434,5467,5559,5659,5756,5831,5911,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,16.82,25.23,50.89,5.34,44.65,48.0,1.54,49.94,50.06,10.97,56.59,11.690323
belen,8757,8745,8741,8705,8684,8654,8553,8446,8244,7900,7626,7481,7500,0,0,0,0,0,0,1,0,1,0,0,0,0,6.27,15.91,23.09,54.73,4.97,47.32,32.55,4.1,47.83,52.17,6.2,56.95,8.299296
berbeo,1901,1895,1878,1875,1842,1821,1797,1766,1744,1689,1623,1596,1587,0,0,0,0,0,0,14,0,2,2,0,0,4,4.89,15.14,17.96,62.01,9.64,38.2,24.64,3.23,50.79,49.21,11.6,75.92,9.032787
beteitiva,2481,2463,2449,2427,2402,2345,2285,2241,2174,2103,1999,1963,1943,0,0,0,0,0,0,0,0,0,0,0,0,1,4.91,12.72,23.43,58.94,7.86,41.85,21.53,6.6,49.55,50.45,13.89,42.0,5.284553
boavita,6663,6641,6616,6588,6563,6511,6466,6364,6194,5874,5416,5059,4888,0,0,0,1,0,0,0,1,0,38,0,0,6,5.69,14.03,20.26,60.01,9.75,42.89,25.1,2.31,49.42,50.58,31.45,58.61,10.402516
boyaca,5102,5096,5090,5090,5076,5059,5073,5097,5130,5127,5078,5089,5103,6,2,13,24,4,3,6,3,5,6,0,2,4,5.84,16.66,22.12,55.39,9.01,31.8,30.64,2.28,51.59,48.41,7.8,47.76,31.625
briceno,2764,2756,2733,2724,2666,2602,2528,2489,2434,2354,2251,2198,2175,0,0,0,0,0,0,0,0,0,7,0,0,0,5.26,14.36,20.89,59.49,8.76,32.81,37.93,2.14,53.89,46.11,37.05,62.46,10.609375
buenavista,5909,5886,5832,5809,5739,5660,5526,5348,5067,4742,4498,4409,4396,0,0,0,0,0,0,2,0,0,0,0,0,0,5.17,15.73,18.4,60.71,11.27,32.67,36.79,2.5,52.43,47.57,32.57,65.36,13.54955
busbanza,911,911,924,938,953,949,953,971,1010,1074,1087,1118,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,7.64,16.5,22.59,53.27,5.87,45.07,22.04,9.97,49.39,50.61,4.81,53.39,12.045455
caldas,3969,3933,3918,3883,3844,3789,3722,3625,3504,3341,3201,3143,3127,6,8,11,64,7,0,2,1,1,0,0,0,2,4.89,16.2,19.96,58.94,7.81,38.85,25.79,4.76,49.48,50.52,19.78,59.83,8.972973
campohermoso,4063,4035,4023,3993,3929,3818,3740,3668,3566,3418,3223,3121,3082,0,0,1,38,0,1,0,2,34,2,0,0,3,7.43,15.19,21.7,55.67,7.21,32.72,30.31,2.0,50.98,49.02,38.58,65.63,3.13245
cerinza,4371,4354,4335,4323,4288,4269,4216,4168,4073,3922,3781,3713,3703,0,0,0,0,0,0,0,0,0,0,0,1,0,4.65,14.11,23.16,58.09,5.09,44.99,31.02,5.91,48.27,51.73,3.52,47.08,19.672131
chinavita,3744,3737,3726,3714,3690,3662,3618,3562,3477,3372,3263,3209,3198,0,0,0,2,0,0,2,0,1,1,0,0,0,4.96,13.76,18.3,62.98,10.06,37.26,23.4,10.06,49.16,50.84,13.25,51.78,7.297297
chiquinquira,56639,56467,56297,56107,55970,55854,55726,55656,55667,55756,55925,56054,57101,1,1,1,2,0,0,2,0,1,0,0,0,0,6.71,17.08,25.98,50.23,4.46,58.24,39.8,4.37,47.67,52.33,2.5,53.7,120.390977
chiscas,5337,5321,5292,5260,5228,5166,5087,4936,4722,4433,4129,3994,3924,0,0,0,0,0,0,1,0,0,0,0,0,0,5.8,15.25,21.41,57.54,7.69,41.43,17.45,3.46,50.49,49.51,15.58,54.47,1.847328
chita,10715,10664,10611,10546,10430,10281,10123,9927,9604,9065,8434,8045,7881,0,0,0,1,0,1,0,0,0,0,0,0,0,7.2,21.46,21.16,50.18,11.58,33.94,17.18,4.47,51.27,48.73,26.8,50.24,3.244652
chitaraque,6551,6514,6467,6424,6382,6312,6259,6182,6094,6003,5869,5830,5843,7,2,2,75,0,2,48,8,43,40,8,2,24,7.06,16.94,20.23,55.77,10.45,34.09,39.7,1.52,52.0,48.0,40.99,67.01,10.592357000000002
chivata,4539,4469,4431,4324,3857,3217,3011,2962,2922,2871,2800,2788,2812,0,0,0,0,0,0,0,0,0,0,0,0,0,8.77,17.25,24.18,49.8,8.05,41.25,25.8,8.95,50.59,49.41,6.14,73.24,16.918367
cienega,5277,5262,5234,5195,5131,5006,4927,4877,4836,4754,4661,4635,4642,0,0,0,0,0,0,3,0,1,0,0,0,0,7.68,16.21,21.46,54.65,7.77,33.7,36.02,1.4,49.6,50.4,8.78,65.74,18.917808
combita,13178,13130,13060,12975,12872,12795,12716,12647,12647,12715,12767,12970,13140,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,12.25,23.84,59.35,4.52,47.33,24.28,3.43,62.2,37.8,8.03,59.15,18.825503
coper,4190,4176,4165,4142,4107,4073,4030,3992,3925,3818,3694,3619,3585,0,0,0,0,0,0,0,0,2,130,19,0,1,5.96,15.14,19.94,58.96,13.12,32.79,45.94,1.26,52.47,47.53,48.35,71.83,5.613861
corrales,2545,2547,2549,2539,2540,2534,2539,2540,2511,2525,2499,2498,2523,0,0,0,0,0,0,0,0,1,0,0,0,0,6.25,15.25,24.77,53.73,5.37,48.69,26.95,8.19,51.11,48.89,4.89,69.93,11.883333
covarachia,3244,3235,3221,3198,3157,3111,3078,3029,2993,2933,2856,2806,2742,0,0,0,4,0,0,0,1,2,1,0,0,16,6.05,16.48,19.29,58.18,10.92,36.04,21.99,4.26,52.44,47.56,25.05,53.98,8.281553
cubara,6704,6693,6686,6677,6689,6711,6855,7205,7942,8978,9808,10319,10563,68,15,13,51,0,2,20,23,49,18,0,18,7,12.27,24.94,27.72,35.07,34.28,22.92,15.01,4.92,50.31,49.69,44.67,77.7,1.558182
